business_name,author_name,review_text,rating,cleaned_text,sentiment,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,duplicate_flag
0x4cb67195282111b3:0x2b2dc5d59fffee7e,E Owen Collins,Great salads and bread sticks,5,Great salads and bread sticks,0.8,0.75,en,5,0,0,False,False
0x89e1a4682e17ee8b:0x1c9e1039fc669efa,Amanda Barber,Staff made my coffee set it on the back counter and forgot about it till I told them I was in a hurry.,3,Staff made my coffee set it on the back counter and forgot about it till I told them I was in a hurry.,0.0,0.0,en,23,0,0,False,False
0x4cb507c132061df5:0x91469e48b56d8197,Lovejoy,"Allow yourself to fall in love with Central Vermont's newest microbrewery. Can't decide if you should go into Barre or Montpelier for a beer? DRB splits the difference: in Berlin on the Barre-Montpelier Road!
The beer is excellent. The proprietors are into the *science* of brewing, & the proof is in the taste--DRB comes up with some delicious beers; nothing overwrought or weird.
I'll admit I assumed the worst of what a microbrewery in a strip mall might have to offer. Super glad to have been proven wrong; DRB is my new favorite hangout. Whether you go for the sessionable beer, or just to take a break from the usual faces in Barre or Montpelier, dont underestimate this place. Give DRB a try!",5,"Allow yourself to fall in love with Central Vermont's newest microbrewery. Can't decide if you should go into Barre or Montpelier for a beer? DRB splits the difference: in Berlin on the Barre-Montpelier Road! The beer is excellent. The proprietors are into the *science* of brewing, & the proof is in the taste--DRB comes up with some delicious beers; nothing overwrought or weird. I'll admit I assumed the worst of what a microbrewery in a strip mall might have to offer. Super glad to have been proven wrong; DRB is my new favorite hangout. Whether you go for the sessionable beer, or just to take a break from the usual faces in Barre or Montpelier, dont underestimate this place. Give DRB a try!",0.14,0.76,en,123,2,3,False,False
0x4cb506de35c3f3b9:0xdcc45b52322d808d,Peter Payette,Very knowledgeable,4,Very knowledgeable,0.2,0.3,en,2,0,0,False,False
0x4cca709967e4aaed:0xba2e1ea1f273314f,Mary Brzozowy,"Very informative mattress buying experience.  Donny was friendly, professional and knowledgeable. We spent a great deal of time trying out many mattresses. He pointed out one out to us, after getting information of what we were looking. He was right before we were.",5,"Very informative mattress buying experience. Donny was friendly, professional and knowledgeable. We spent a great deal of time trying out many mattresses. He pointed out one out to us, after getting information of what we were looking. He was right before we were.",0.31,0.4,en,43,0,0,False,False
0x4cb506dafd2b14df:0xac1bf16bbbd7fd78,Ben Kidder,"Best coffee in the state, hands down.",4,"Best coffee in the state, hands down.",0.42,0.29,en,7,0,0,False,False
0x4cb671eb80c151a1:0x50c2d52fc9f01f95,john hood,"Used to be great,now they charge  for a refill of soda, don't know of any other place that does this,just greed,and nothing special about the food",1,"Used to be great,now they charge for a refill of soda, don't know of any other place that does this,just greed,and nothing special about the food",0.12,0.47,en,26,0,0,False,False
0x89e05e4911dc634f:0xb7e6f0227ee194bf,Michael Leake,Friendly folks but appears to be understaffed . Food and drinks have been prepared as ordered just a little slower to be delivered. There is a drive through available and the restroom is clean. They do a fun job of decorating for the season.,4,Friendly folks but appears to be understaffed . Food and drinks have been prepared as ordered just a little slower to be delivered. There is a drive through available and the restroom is clean. They do a fun job of decorating for the season.,0.25,0.46,en,44,0,0,False,False
0x4cca77a14da5956b:0xbf3f23f4ff8de114,Jason Groves,Cool movie,5,Cool movie,0.35,0.65,en,2,0,0,False,False
0x4cca7a32fa1db3a1:0x3248409e3aba389c,Erin Mazur,"I love the low low prices of their non GMO and many organic products! I also like that they have some unique products. You can't beat their prices for natural food anywhere. I would give 5 stars if they had more organic products and more gluten free and dairy free products, and also made it easier to find the gluten free products they do have.",4,"I love the low low prices of their non GMO and many organic products! I also like that they have some unique products. You can't beat their prices for natural food anywhere. I would give 5 stars if they had more organic products and more gluten free and dairy free products, and also made it easier to find the gluten free products they do have.",0.35,0.59,en,65,1,1,False,False
0x89e096ed725fc843:0xff73da2086a99640,Chris Levy,"Everything here is delicious! Vegetables are fresh, sauces are tasty. YUM!!!",5,"Everything here is delicious! Vegetables are fresh, sauces are tasty. YUM!!!",0.79,0.75,en,11,4,1,False,False
0x4cb4f598ea8a940f:0x3717dd19186bdc77,Evan McLain,"The salad bar was great, The staff was not the friendliest.",3,"The salad bar was great, The staff was not the friendliest.",0.8,0.75,en,11,0,0,False,False
0x4cb5a7f396aa6331:0x5ab0a413676b75cc,Michael Webber,Good burgers. Great beer selection.,5,Good burgers. Great beer selection.,0.75,0.68,en,5,0,0,False,False
0x89e02b789edb5bc7:0x977190f801fa87c0,Matthew Dawson,"Very convenient.  Parking is close and no lines plus friendly staff, bag storage space, small cafeteria and bar.  I'll be back!",4,"Very convenient. Parking is close and no lines plus friendly staff, bag storage space, small cafeteria and bar. I'll be back!",0.08,0.3,en,21,1,0,False,False
0x4cca0fce7425f4cf:0x46b3804f11b0281e,Cody Stfrancis,Nice place to stop and get some rest,5,Nice place to stop and get some rest,0.6,1.0,en,8,0,0,False,False
0x89e0247d160d7263:0x32e4f01896e33f3b,Kevin Witt,"I spoke to a lot of companies,  if not all in VT. Most were very nice up until the point when asking questions. As a customer who will be paying money that I worked hard for, I would expect clear and calculated answers. Keyser Energy was by far the most informative,  professional and understanding for my unique situation.  General or District Manager was very helpful. I was not easy to deal with given the circumstances I was in but the guy was a professional. Service department was awesome. Corporate experience was quick and gentlemen was very funny throughout process.  The guys who came to my home to install tank, check leaks and actually in detail explain the procedures as they were working was simply the BEST. This should be the only company or other companies should seek their model, professional services and support.  Thank You Keyser Energy and everyone that helped me get services up and running. Life raising a 3 yr old boy is hard enough but you company has made that a lot easier. Laundry, heating and cooking are all good. Thx again!!!",5,"I spoke to a lot of companies, if not all in VT. Most were very nice up until the point when asking questions. As a customer who will be paying money that I worked hard for, I would expect clear and calculated answers. Keyser Energy was by far the most informative, professional and understanding for my unique situation. General or District Manager was very helpful. I was not easy to deal with given the circumstances I was in but the guy was a professional. Service department was awesome. Corporate experience was quick and gentlemen was very funny throughout process. The guys who came to my home to install tank, check leaks and actually in detail explain the procedures as they were working was simply the BEST. This should be the only company or other companies should seek their model, professional services and support. Thank You Keyser Energy and everyone that helped me get services up and running. Life raising a 3 yr old boy is hard enough but you company has made that a lot easier. Laundry, heating and cooking are all good. Thx again!!!",0.22,0.51,en,185,3,2,False,False
0x89e024625bfb9481:0x4ddd6dcac7e29a43,Bob Flaherty,"Good food, good beer. Nice atmosphere and getting better",4,"Good food, good beer. Nice atmosphere and getting better",0.62,0.68,en,9,0,0,False,False
0x4cb506dba6f6163f:0xc5f5f9f51a339c68,Steve Somerville,The service was way below acceptable. The food for 2 of a party of 4 Cane 10 minutes before the rest of the food and when it came it was cold . The waitress was missing and constantly asked for our plates instead of taking them off the table herself.,1,The service was way below acceptable. The food for 2 of a party of 4 Cane 10 minutes before the rest of the food and when it came it was cold . The waitress was missing and constantly asked for our plates instead of taking them off the table herself.,-0.27,0.46,en,50,0,0,False,False
0x4cca6acf8e988bb1:0x2843983b82152591,John Seward,"Was looking for a quick bite and a beer,  i walked in sat down at the bar was there approximately 12 minutes before a waitress even look my direction,  there was only three people in the place meanwhile she answered the phone immediately on the first ring,  still not acknowledging I was there,  I got up and walked out, the sidewalk sign out front said help wanted, all they need to do is train the help they have,  they might do a lot better. They didn't get any money from me today.",1,"Was looking for a quick bite and a beer, i walked in sat down at the bar was there approximately 12 minutes before a waitress even look my direction, there was only three people in the place meanwhile she answered the phone immediately on the first ring, still not acknowledging I was there, I got up and walked out, the sidewalk sign out front said help wanted, all they need to do is train the help they have, they might do a lot better. They didn't get any money from me today.",0.09,0.54,en,92,0,0,False,False
0x4cb671d450f55779:0xf032c9b1a73c1979,Edward shattuck,"Fast service,nice people",5,"Fast service,nice people",0.2,0.6,en,3,0,0,False,False
0x4cb5a7f38202e309:0xbd9cd54c3cc8744b,Jill McGrath,"Cool place, great cocktails and yeah pizza is yummy",5,"Cool place, great cocktails and yeah pizza is yummy",0.57,0.7,en,9,0,0,False,False
0x4cca7a32bd30747d:0xb40326b8e1da7f33,Diana Clark,Great selection of produce and cheeses. Many healthy options available for your dinner table.,4,Great selection of produce and cheeses. Many healthy options available for your dinner table.,0.55,0.54,en,14,0,0,False,False
0x4cca72c20608b4e9:0xed414b2bfa2005de,Stephanie Dallier,"I can say with certainty that these people care about your pets. It may be a little expensive, but the service you get and quality of care is WORTH IT. You wouldnt settle for an ok doctor for your kids, so dont skimp on your fur babies. Even when a pet dies they are wonderful. They will send you a card signed by the whole staff speaking directly about your pet. Because they KNOW your pets and care. They will even give you a paw print to remember them by. If you're looking for a vet, try Milton. You won't be disappointed",5,"I can say with certainty that these people care about your pets. It may be a little expensive, but the service you get and quality of care is WORTH IT. You wouldnt settle for an ok doctor for your kids, so dont skimp on your fur babies. Even when a pet dies they are wonderful. They will send you a card signed by the whole staff speaking directly about your pet. Because they KNOW your pets and care. They will even give you a paw print to remember them by. If you're looking for a vet, try Milton. You won't be disappointed",0.08,0.54,en,102,0,3,False,False
0x89e11afae9a60f8d:0xeb62d7022814d265,sarah galaske,Brought in 3 huge bags of cans and only got $8.00.... Anywhere else would have been much more. Doesnt add up.,1,Brought in 3 huge bags of cans and only got $8.00.... Anywhere else would have been much more. Doesnt add up.,0.3,0.8,en,21,0,0,False,False
0x89e02bccf0b664a3:0xe9c9828bd1fa8a47,Forest Immel,"Went up on a Thursday night and the garlic and bread app was good, but the other food was lackluster and overly garlicky. Yes I know that's the point, but it was over powering in the alfredo. The chicken could have also been better. I'll probably go back to see if it was just an off night or not. The rest of the place and the staff was great though and very friendly!",3,"Went up on a Thursday night and the garlic and bread app was good, but the other food was lackluster and overly garlicky. Yes I know that's the point, but it was over powering in the alfredo. The chicken could have also been better. I'll probably go back to see if it was just an off night or not. The rest of the place and the staff was great though and very friendly!",0.27,0.55,en,73,1,0,False,False
0x4cca7af78842e6d3:0xec2292499ecf13db,mike Mr. Bear,"Good prices, decent selection",4,"Good prices, decent selection",0.43,0.63,en,4,0,0,False,False
0x4cca6b112649ea11:0x6dd8f8899f4cc530,Nicolas Belzile,The ice-cream is really good and huge!!,5,The ice-cream is really good and huge!!,0.66,0.75,en,7,2,0,False,False
0x4cca774b86badf5d:0xa3e6321261687b49,Jesse Gaboriau,"I wrote this while standing in line, after waiting twenty seven minutes for two bagel sandwiches. The staff are polite, place is well lit, food and coffee are great and well priced. But the experience is absolutely horrid. Thirty minutes for two bagels? I can get a seat and eat a meal at a diner faster. On top of this the space is claustrophobic. Tuck your elbows while you wait the people who ordered before you will get their sandwiches first. This is second and final time here. Hard pass. Total wait time? Thirty one minutes.",1,"I wrote this while standing in line, after waiting twenty seven minutes for two bagel sandwiches. The staff are polite, place is well lit, food and coffee are great and well priced. But the experience is absolutely horrid. Thirty minutes for two bagels? I can get a seat and eat a meal at a diner faster. On top of this the space is claustrophobic. Tuck your elbows while you wait the people who ordered before you will get their sandwiches first. This is second and final time here. Hard pass. Total wait time? Thirty one minutes.",0.08,0.61,en,96,0,0,False,False
0x89e0973386a0f86b:0x2875f30eaaa0e8a1,Max Squiers,Lot of history.  Great tour and guide that was very knowledgeable.,5,Lot of history. Great tour and guide that was very knowledgeable.,0.5,0.53,en,11,0,0,False,False
0x4cca708581339cef:0x52400fba13fac4ea,Shawn Morse,Lots of stuff,5,Lots of stuff,0.0,0.0,en,3,0,0,False,False
0x89e1b83589040f9f:0x6c41b9f948547e4b,Thatcher LaPrise,A nice staff really makes a big difference when it comes to these dime a dozen general stores. The employees here stuck out through their good service,5,A nice staff really makes a big difference when it comes to these dime a dozen general stores. The employees here stuck out through their good service,0.31,0.48,en,27,0,0,False,False
0x89e024ecac488dc9:0xc00283e8ccc2f2c0,Sofia Briskin,"This store is amazing store. Unfortunately, I can't leave it less than $50.",4,"This store is amazing store. Unfortunately, I can't leave it less than $50.",-0.02,0.66,en,13,0,0,False,False
0x4cca7af7a1461213:0xb9c1f62a6bb52e47,Jacqueline Bassett,"Great atmosphere,  cute shops nice restaurants... next to lake Champlain.   Dog friendly!  This place is always alive with activity!",5,"Great atmosphere, cute shops nice restaurants... next to lake Champlain. Dog friendly! This place is always alive with activity!",0.42,0.61,en,19,2,0,False,False
0x89e024c0049211ed:0x13e8282ad11e3ba4,Hilary Castle,Good deals only with coupons,4,Good deals only with coupons,0.35,0.8,en,5,0,0,False,False
0x89e101010ba50fb7:0xc67a9ec62a7dbc43,Kenny Crowningshield,People are awesome. Ask for Kelly. Shes the go-to.,5,People are awesome. Ask for Kelly. Shes the go-to.,1.0,1.0,en,9,0,0,False,False
0x4cb59f22207396e1:0x2c9688cb3d04e74c,Forest Immel,Amazing food with great service!,5,Amazing food with great service!,0.8,0.82,en,5,1,0,False,False
0x4cca7af825f2d97f:0x8bf4214877f7470f,Dinesh Mamoria,Nice options,4,Nice options,0.6,1.0,en,2,0,0,False,False
0x89e11ae165aacba9:0x16b12f1b7fde01b1,Amber B,"Staff seemed friendly,the room was just okay, nothing special, house keeping could do alot better cleaning esp. With the pandemic going on, we bought pillows to bring with us since the pillows used in the hotel get used by every guest that stays in the rooms, yes the pillow cases do get cleaned but people do drool,sneeze and other things that end up inside a pillow so we wanted to be safe.. Breakfast was okay as well, nice to have the option though.",3,"Staff seemed friendly,the room was just okay, nothing special, house keeping could do alot better cleaning esp. With the pandemic going on, we bought pillows to bring with us since the pillows used in the hotel get used by every guest that stays in the rooms, yes the pillow cases do get cleaned but people do drool,sneeze and other things that end up inside a pillow so we wanted to be safe.. Breakfast was okay as well, nice to have the option though.",0.4,0.56,en,83,0,0,False,False
0x4cca7a719a5ce0fb:0x2724617bb558d818,Michael Holden,Beer city love this place,4,Beer city love this place,0.5,0.6,en,5,0,0,False,False
0x4cb50f082428fabd:0xce1691a445aa0011,Joshua Doonan,"Average gas station, no restrooms",3,"Average gas station, no restrooms",-0.15,0.4,en,5,0,0,False,False
0x4cb55d08a879ca1f:0x65624109d1c0d571,J. Roberts,really good food waitstaff is really nice prices are a little expensive.,4,really good food waitstaff is really nice prices are a little expensive.,0.15,0.7,en,12,0,0,False,False
0x4cca798d39252ebf:0xf69ae0a24cd1eff0,Meg Cardinal,"Nice store, knowledgeable staff",5,"Nice store, knowledgeable staff",0.6,1.0,en,4,0,0,False,False
0x4cb5eab926ba9c29:0xd6550383f16e0ca3,Rick Locke,"Bag of grease, cold fries, tasteless mcnuggets",2,"Bag of grease, cold fries, tasteless mcnuggets",-0.6,0.95,en,7,0,0,False,False
0x4cca7b9274f35741:0x5716b2824f6bc3d9,Tony Whitaker,"I recomen the maple bourbon milk shake. The the brisket and pulled pork are amazing. I didn't like the sweet potatoes mash.it was like baby food. And the margaritas came in a small glass
Over all a great place.",4,I recomen the maple bourbon milk shake. The the brisket and pulled pork are amazing. I didn't like the sweet potatoes mash.it was like baby food. And the margaritas came in a small glass Over all a great place.,0.38,0.68,en,39,0,0,False,False
0x4cca7a326ba0d6fd:0x692e16c09dbd8e18,Jamie Danaher,"Food is always consistent when we go there. Great staff, especially our server Ally who always came out with what we needed before we had to ask.",5,"Food is always consistent when we go there. Great staff, especially our server Ally who always came out with what we needed before we had to ask.",0.35,0.67,en,27,0,0,False,False
0x89e022dead5c46b7:0xdb4943d88b44e0ec,Larry Gorman,"Great place,  easy in and out, quality- never an issue!",5,"Great place, easy in and out, quality- never an issue!",0.67,0.79,en,10,1,0,False,False
0x4cca9d9cb7e5ca67:0x58bb86d6d06ac62a,"Jay J. D'Lugin, MD, MS","Beautiful little restaurant in a quaint neighborhood, friendly and efficient waitstaff. But the food. Oh, the food.The food looks nice but tastes...well.. just OK, to be kind. Vegetarian Napoleon had no flavor. The cornbread/drywall base was dry and bland. The scattered coucous below it on the plate was so dried out it was actually crunchy. Wrong. The bits of eggplant and zucchini were salty but otherwise flavorless. My dining partner's IQF (frozen) chicken breast (Costco or Sysco?) was equally a snoozer despite the copious corn starch sauce slathered on top. Some seasoning (vegetarians actually like flavor, thanks) and some improvement in cooking technique would go a long way here. The complimentary frites and garlic mashed potatoes helped but they weren't enough to rescue the main courses from culinary purgatory. The back of the house is killing the front.",3,"Beautiful little restaurant in a quaint neighborhood, friendly and efficient waitstaff. But the food. Oh, the food.The food looks nice but tastes...well.. just OK, to be kind. Vegetarian Napoleon had no flavor. The cornbread/drywall base was dry and bland. The scattered coucous below it on the plate was so dried out it was actually crunchy. Wrong. The bits of eggplant and zucchini were salty but otherwise flavorless. My dining partner's IQF (frozen) chicken breast (Costco or Sysco?) was equally a snoozer despite the copious corn starch sauce slathered on top. Some seasoning (vegetarians actually like flavor, thanks) and some improvement in cooking technique would go a long way here. The complimentary frites and garlic mashed potatoes helped but they weren't enough to rescue the main courses from culinary purgatory. The back of the house is killing the front.",0.07,0.53,en,138,0,2,False,False
0x4cb60ed553b4d0a9:0x5bd555d78ac0fd4b,Nick Mardeuse,"They removed the hot tub!
...and I was told there's no plan to put in a new hot tub? That's disappointing.",4,They removed the hot tub! ...and I was told there's no plan to put in a new hot tub? That's disappointing.,0.02,0.71,en,21,1,0,False,False
0x4cb506ac68c57eef:0x51319174abe0ff4d,Jon Whitley,Always great shopping at Hannaford in South Barre.,5,Always great shopping at Hannaford in South Barre.,0.8,0.75,en,8,0,0,False,False
0x4cb5965453c80031:0xded1916bf7ce8caa,Christopher Jones,"Got a couples massage and reflexology from Mia and Janah.  Fell asleep, sorry about the snoring... highly recommended!!!",5,"Got a couples massage and reflexology from Mia and Janah. Fell asleep, sorry about the snoring... highly recommended!!!",-0.09,0.77,en,18,3,0,False,False
0x4cca79aa2a37fbdd:0xf7c9f871711c1f33,Kiki Kirkland,Good ice cream is great,4,Good ice cream is great,0.75,0.68,en,5,0,0,False,False
0x4cca731e25c34ed9:0x8003b3f20fcbe5f0,Lori McElroy,Good was great and Rick was great company!! Thank you for a great night!!!,5,Good was great and Rick was great company!! Thank you for a great night!!!,0.88,0.71,en,14,5,0,False,False
0x4cca789d38e451cf:0x666c8aafe95d105,Rebecca Waggoner,"Pretty, very Vermont-y rest stop. Clean, and smells of apples. Nice picnic area, and a small Apple orchard with delicious fruit! Super helpful attendants (hi, Bill!). Great, beautiful stop.",5,"Pretty, very Vermont-y rest stop. Clean, and smells of apples. Nice picnic area, and a small Apple orchard with delicious fruit! Super helpful attendants (hi, Bill!). Great, beautiful stop.",0.47,0.76,en,29,2,0,False,False
0x4cca77cb29a2a261:0x263251f50aa1b809,Gian Carlo,"Pretty good coffee roasting. I've bought their bags of beans. We've tried 3, and they're all decent, especially the Costa Rica. The dark roasts (Vienna and Ethiopia) can be a bit over-roasted -- too much roast for the potency and flavor of the berry.  Can't wait to visit their cafe. It looks very cool via photos.",3,"Pretty good coffee roasting. I've bought their bags of beans. We've tried 3, and they're all decent, especially the Costa Rica. The dark roasts (Vienna and Ethiopia) can be a bit over-roasted -- too much roast for the potency and flavor of the berry. Can't wait to visit their cafe. It looks very cool via photos.",0.23,0.67,en,56,0,0,False,False
0x4cca24a1491eea09:0x158ecde6f4597af8,Alan Henderson,"Room for two cars to park, but street parking seems ok. When we went, someone had marked fossils by circling them with stones. Helped make them easier to find. No maps or anything so it’s a little hard to find your way around. Bring bug spray.",4,"Room for two cars to park, but street parking seems ok. When we went, someone had marked fossils by circling them with stones. Helped make them easier to find. No maps or anything so it’s a little hard to find your way around. Bring bug spray.",0.03,0.54,en,46,0,0,False,False
0x4cca7a2e2ab15555:0x84afde4d2e5d9e7f,Ethan Hammond Fortune,Everest is the perfect place if you are looking for Nepalese/Indian food!,5,Everest is the perfect place if you are looking for Nepalese/Indian food!,1.0,1.0,en,12,1,0,False,False
0x4cca78fa85808e4f:0x6c29b0405df0082a,phatstax2011,"Looking for a very, very, expensive meal out with a very, very, meh flavor? Longhorn is definitely your kinda place then. Seriously,  the food tastes like they bought Kirkland frozen TV dinners from Costco and reheated them. Then they mark them up at least 10,000 percent.  You'd also take in less sodium if you just ate a whole container of Morton's Salt instead of one of their steaks.

Also,  their parking lot is absolutely horrible, especially for the elderly and handicapped at night. There is virtually no light whatsoever back there.  It's like a black hole. And if you're from out of town,  my best of luck to you in navigating your way out of the maze that is the Maple Tree Plaza.",2,"Looking for a very, very, expensive meal out with a very, very, meh flavor? Longhorn is definitely your kinda place then. Seriously, the food tastes like they bought Kirkland frozen TV dinners from Costco and reheated them. Then they mark them up at least 10,000 percent. You'd also take in less sodium if you just ate a whole container of Morton's Salt instead of one of their steaks. Also, their parking lot is absolutely horrible, especially for the elderly and handicapped at night. There is virtually no light whatsoever back there. It's like a black hole. And if you're from out of town, my best of luck to you in navigating your way out of the maze that is the Maple Tree Plaza.",-0.1,0.52,en,123,0,1,False,False
0x4cb59654353efbe5:0x6c5271c7ab9e951f,Nancy Kierstead,"Cute little local eatery. Not an overly extensive menu, but did have gluten-free options",4,"Cute little local eatery. Not an overly extensive menu, but did have gluten-free options",0.08,0.46,en,14,0,0,False,False
0x4cca7762be71d7fd:0xe059b9af41e6932b,Ryan Mitofsky,Mediocre pub food.,2,Mediocre pub food.,-0.5,1.0,en,3,0,0,False,False
0x4cb5f385bd238a2d:0xfdedeed97fbb1af2,John Fabrega,"Amazing selection of great sandwiches, baked goods, beers, and ice cream. Don't let  the outside appearance of a simple gas station fool you. Go in and look around.",5,"Amazing selection of great sandwiches, baked goods, beers, and ice cream. Don't let the outside appearance of a simple gas station fool you. Go in and look around.",0.35,0.51,en,28,0,0,False,False
0x4cca1e7201c360fd:0xb5a51c1e5b98c4a9,Earl Harris,Could not get the WIFI to work.,3,Could not get the WIFI to work.,0.0,0.0,en,7,0,1,False,False
0x4cca7a6e246d7c61:0xffcca8fbf7bf13ef,Ian Boyajian,"Good quick deli food, friendly service.",5,"Good quick deli food, friendly service.",0.47,0.53,en,6,0,0,False,False
0x4cca1ac0f9892617:0xdcf571280ae9fa88,Art Klossner,"I have absolutely no free time to spend shopping and negotiating with auto salespeople. I also hate negotiating and just want to get to the bottom line. I am up front about that from the start when I talk to salespeople. Wade at Handy is the only Toyota salesperson within 100 miles who seemed to understand that, and he made the experience awesome. The experience went from 5 star to 4 star when I met with Jaime, the admin guy, for the paperwork signing. He talks non-stop and took FOREVER to get to the final point, after trying to sell me extended warranty and maintenance plans. If you need to spend time learning about these things, then it will be good for you because Jaime explains it all clearly. If you don't need that and are in a hurry, say it to Jaime up front.",4,"I have absolutely no free time to spend shopping and negotiating with auto salespeople. I also hate negotiating and just want to get to the bottom line. I am up front about that from the start when I talk to salespeople. Wade at Handy is the only Toyota salesperson within 100 miles who seemed to understand that, and he made the experience awesome. The experience went from 5 star to 4 star when I met with Jaime, the admin guy, for the paperwork signing. He talks non-stop and took FOREVER to get to the final point, after trying to sell me extended warranty and maintenance plans. If you need to spend time learning about these things, then it will be good for you because Jaime explains it all clearly. If you don't need that and are in a hurry, say it to Jaime up front.",0.17,0.82,en,145,0,1,False,False
0x4cca78f0be1a848b:0xcd8230350fbec95f,Demose Aries,"Not overly expensive, food is decent, drinks are good, and they have an ok beer selection. The plus is they are a 30 second walk from the movie theater, so a good befor movie stop.",4,"Not overly expensive, food is decent, drinks are good, and they have an ok beer selection. The plus is they are a 30 second walk from the movie theater, so a good befor movie stop.",0.26,0.51,en,35,0,0,False,False
0x4cca7a347f7ea7ed:0xd45c07ae2107da8b,supriya dubey,"Love their service, never have I ever had a problem in returns or exchange. They are very accommodating and polite. Excellent shopping experiences.",4,"Love their service, never have I ever had a problem in returns or exchange. They are very accommodating and polite. Excellent shopping experiences.",0.57,0.63,en,23,0,0,False,False
0x89e05e503f0632d1:0xbe12f1c7e00fb442,Sam Urbôn,"Bagel works offers friendly and excellent service. This is one of the very few reasonably priced restaurants in town. The staff are cheerful, the bagels are great, and $7.49 for lox on a bagel can't be beat! I send a lot of my customers there because I know they won't be disappointed.",5,"Bagel works offers friendly and excellent service. This is one of the very few reasonably priced restaurants in town. The staff are cheerful, the bagels are great, and $7.49 for lox on a bagel can't be beat! I send a lot of my customers there because I know they won't be disappointed.",0.26,0.59,en,52,1,0,False,False
0x4cca78fa7cb47927:0xe053cf993509e3da,kathy fava,New menu items! Our waitress was awesome! Our meals were good. Overall nice dinner out.,4,New menu items! Our waitress was awesome! Our meals were good. Overall nice dinner out.,0.49,0.61,en,15,2,0,False,False
0x4cca7af7a1461213:0xb9c1f62a6bb52e47,Rod Whitney,Great market place for shopping and dinner.   Makes Burlington a great place to visit.,5,Great market place for shopping and dinner. Makes Burlington a great place to visit.,0.8,0.75,en,14,0,0,False,False
0x4cca7a719a5ce0fb:0x2724617bb558d818,Jason Kanellis,Great selection of beer and wine.,4,Great selection of beer and wine.,0.8,0.75,en,6,0,0,False,False
0x4cca79aa2a37fbdd:0xf7c9f871711c1f33,Adam Montcalm,The best as usual,5,The best as usual,0.38,0.28,en,4,0,0,False,False
0x4cca1e6f1bb2644d:0xc9aa0d7e5c7110a0,Staci West,Great food! Great prices! Great people! 🙂,5,Great food! Great prices! Great people! 🙂,1.0,0.75,en,7,3,0,False,False
0x4cb5076fe4675851:0xb9f7917f451aa588,David Wells,We adopted a wonderful dog there.  The people were great!,5,We adopted a wonderful dog there. The people were great!,1.0,0.88,en,10,1,0,False,False
0x4cca7b93c9138b61:0x1e41c7633c9d42a6,Linda Tracy,Service was not good like usual.Took long time to bring breadsticks  without a basket.Took over half hour to get check and not divided as asked.Was not as busy as other times.Discussed experience with manager.,3,Service was not good like usual.Took long time to bring breadsticks without a basket.Took over half hour to get check and not divided as asked.Was not as busy as other times.Discussed experience with manager.,-0.12,0.37,en,34,0,0,False,False
0x4cca77a175de4ebf:0x38ee99e2d0d98389,Jeremy Noyes,"Average food, small portions and prices are to high. Grazzers in Williston is a better choice.",3,"Average food, small portions and prices are to high. Grazzers in Williston is a better choice.",0.07,0.46,en,16,0,0,False,False
0x4cca7ddc6415d079:0x8e6afbcc21f1c2d3,Janine Loprete,Always a great meal.,5,Always a great meal.,0.8,0.75,en,4,0,0,False,False
0x4cb5466f13d54f43:0x275ffcd34b89eea8,Christine Hartman,I love all Vermont State Parks! Nice beach & lake....we even saw loons!,5,I love all Vermont State Parks! Nice beach & lake....we even saw loons!,0.69,0.8,en,13,2,0,False,False
0x4cca790048146327:0xe1d53e75b51bde5e,frank Albanese,"This is from Laura Foster and Frank Albanese, Thank you Dr Mallory Sullivan for your amazing surgery on our 12 yr old Toy Fox Terrier, Maggie!!!!! ALSO, THANK YOU TO KARA, LAUREN,  LIZ MICHELLE, DR GILBERTON, DR SUTTER, ALL OF THE NAMES I HAVE FORGOTTEN, THE BEAUTIFUL WOMAN AT THE DESK ON CHRISTMAS WHEN WE TOOK HER HOME,.NURSE JO, OMG, THANK YOU EVERYONE!!!!!!",5,"This is from Laura Foster and Frank Albanese, Thank you Dr Mallory Sullivan for your amazing surgery on our 12 yr old Toy Fox Terrier, Maggie!!!!! ALSO, THANK YOU TO KARA, LAUREN, LIZ MICHELLE, DR GILBERTON, DR SUTTER, ALL OF THE NAMES I HAVE FORGOTTEN, THE BEAUTIFUL WOMAN AT THE DESK ON CHRISTMAS WHEN WE TOOK HER HOME,.NURSE JO, OMG, THANK YOU EVERYONE!!!!!!",0.64,0.7,en,63,11,36,False,False
0x4cb5a7f448a2290f:0x97b93dad8efc552b,esther Lent,"Mealy French fries, truly terrible artwork, burgers hurt my tummy, milkshakes VERY GOOD. Would recommend to a frenemy, because of the good milkshakes. Also overpriced. Also smelly",2,"Mealy French fries, truly terrible artwork, burgers hurt my tummy, milkshakes VERY GOOD. Would recommend to a frenemy, because of the good milkshakes. Also overpriced. Also smelly",0.15,0.6,en,27,0,2,False,False
